pedido_id,fecha_hora,noche_id,dia_semana,semana_id,tipo_taco,num_tacos,nivel_salsa,para_llevar,minuto_turno,encargo_programado,estado_calidad
L3-P0269,2026-07-12T18:58,L3-N08,domingo,L3-W02,tripa,5,sin,1,58,0,válido
L3-P0270,2026-07-12T20:32,L3-N08,domingo,L3-W02,pastor,3,alta,0,152,0,válido
L3-P0271,2026-07-12T19:24,L3-N08,domingo,L3-W02,suadero,3,media,1,84,0,válido
L3-P0272,2026-07-12T18:49,L3-N08,domingo,L3-W02,campechano,6,alta,0,49,0,válido
L3-P0273,2026-07-12T21:34,L3-N08,domingo,L3-W02,tripa,4,media,1,214,0,válido
L3-P0274,2026-07-12T21:15,L3-N08,domingo,L3-W02,pastor,10,alta,0,195,0,válido
L3-P0275,2026-07-12T19:26,L3-N08,domingo,L3-W02,suadero,8,media,0,86,0,válido
L3-P0276,2026-07-12T22:07,L3-N08,domingo,L3-W02,campechano,5,sin,1,247,0,válido
L3-P0277,2026-07-12T22:07,L3-N08,domingo,L3-W02,tripa,5,sin,0,247,0,válido
L3-P0278,2026-07-12T19:07,L3-N08,domingo,L3-W02,pastor,5,sin,1,67,0,válido
L3-P0279,2026-07-12T21:29,L3-N08,domingo,L3-W02,suadero,6,alta,0,209,0,válido
L3-P0280,2026-07-12T18:32,L3-N08,domingo,L3-W02,campechano,8,sin,1,32,0,válido
L3-P0281,2026-07-12T20:44,L3-N08,domingo,L3-W02,tripa,6,alta,0,164,0,válido
L3-P0282,2026-07-12T18:42,L3-N08,domingo,L3-W02,pastor,4,sin,0,42,0,válido
L3-P0283,2026-07-12T20:24,L3-N08,domingo,L3-W02,suadero,12,sin,1,144,0,válido
L3-P0284,2026-07-12T19:57,L3-N08,domingo,L3-W02,campechano,6,media,0,117,0,válido
L3-P0285,2026-07-12T20:05,L3-N08,domingo,L3-W02,tripa,6,media,0,125,0,válido
L3-P0286,2026-07-12T20:23,L3-N08,domingo,L3-W02,pastor,5,sin,1,143,0,válido
L3-P0287,2026-07-12T20:19,L3-N08,domingo,L3-W02,suadero,4,sin,1,139,0,válido
L3-P0288,2026-07-12T19:36,L3-N08,domingo,L3-W02,campechano,3,media,0,96,0,válido
L3-P0289,2026-07-12T18:43,L3-N08,domingo,L3-W02,tripa,5,sin,1,43,0,válido
L3-P0290,2026-07-12T20:03,L3-N08,domingo,L3-W02,pastor,3,media,0,123,0,válido
L3-P0291,2026-07-12T19:36,L3-N08,domingo,L3-W02,suadero,3,sin,1,96,0,válido
L3-P0292,2026-07-12T20:41,L3-N08,domingo,L3-W02,campechano,4,sin,0,161,0,válido
L3-P0293,2026-07-12T21:57,L3-N08,domingo,L3-W02,tripa,4,sin,0,237,0,válido
L3-P0294,2026-07-12T20:39,L3-N08,domingo,L3-W02,pastor,6,alta,1,159,0,válido
L3-P0295,2026-07-12T19:40,L3-N08,domingo,L3-W02,suadero,5,alta,0,100,0,válido
L3-P0296,2026-07-12T19:45,L3-N08,domingo,L3-W02,campechano,4,media,0,105,0,válido
L3-P0297,2026-07-12T20:27,L3-N08,domingo,L3-W02,tripa,3,sin,0,147,0,válido
L3-P0298,2026-07-12T19:04,L3-N08,domingo,L3-W02,pastor,3,sin,0,64,0,válido
L3-P0299,2026-07-12T19:37,L3-N08,domingo,L3-W02,suadero,4,media,0,97,0,válido
L3-P0300,2026-07-12T21:20,L3-N08,domingo,L3-W02,campechano,5,sin,1,200,0,válido
L3-P0301,2026-07-12T19:38,L3-N08,domingo,L3-W02,tripa,6,alta,0,98,0,válido
L3-P0302,2026-07-12T20:44,L3-N08,domingo,L3-W02,pastor,5,alta,1,164,0,válido
L3-P0303,2026-07-12T20:18,L3-N08,domingo,L3-W02,suadero,8,sin,0,138,0,válido
L3-P0304,2026-07-12T22:07,L3-N08,domingo,L3-W02,campechano,3,sin,1,247,0,válido
L3-P0305,2026-07-12T21:16,L3-N08,domingo,L3-W02,tripa,2,alta,0,196,0,válido
L3-P0306,2026-07-12T18:09,L3-N08,domingo,L3-W02,pastor,4,media,0,9,0,válido
L3-P0307,2026-07-12T19:14,L3-N08,domingo,L3-W02,suadero,6,sin,0,74,0,válido
L3-P0308,2026-07-12T19:54,L3-N08,domingo,L3-W02,campechano,5,sin,1,114,0,válido
L3-P0309,2026-07-16T21:25,L3-N09,jueves,L3-W03,pastor,4,alta,0,205,0,válido
L3-P0310,2026-07-16T20:24,L3-N09,jueves,L3-W03,suadero,6,sin,1,144,0,válido
L3-P0311,2026-07-16T19:42,L3-N09,jueves,L3-W03,campechano,8,sin,1,102,0,válido
L3-P0312,2026-07-16T18:46,L3-N09,jueves,L3-W03,tripa,6,alta,0,46,0,válido
L3-P0313,2026-07-16T19:12,L3-N09,jueves,L3-W03,pastor,4,sin,1,72,0,válido
L3-P0314,2026-07-16T20:27,L3-N09,jueves,L3-W03,suadero,10,media,0,147,0,válido
L3-P0315,2026-07-16T19:59,L3-N09,jueves,L3-W03,campechano,2,alta,1,119,0,válido
L3-P0316,2026-07-16T20:42,L3-N09,jueves,L3-W03,tripa,6,sin,1,162,0,válido
L3-P0317,2026-07-16T20:05,L3-N09,jueves,L3-W03,pastor,8,sin,1,125,0,válido
L3-P0318,2026-07-16T21:33,L3-N09,jueves,L3-W03,suadero,5,sin,0,213,0,válido
L3-P0319,2026-07-16T22:41,L3-N09,jueves,L3-W03,campechano,3,sin,0,281,0,válido
L3-P0320,2026-07-16T19:13,L3-N09,jueves,L3-W03,tripa,3,media,0,73,0,válido
L3-P0321,2026-07-16T21:56,L3-N09,jueves,L3-W03,pastor,3,alta,0,236,0,válido
L3-P0322,2026-07-16T21:23,L3-N09,jueves,L3-W03,suadero,4,alta,0,203,0,válido
L3-P0323,2026-07-16T19:22,L3-N09,jueves,L3-W03,campechano,4,alta,1,82,0,válido
L3-P0324,2026-07-16T21:04,L3-N09,jueves,L3-W03,tripa,10,sin,1,184,0,válido
L3-P0325,2026-07-16T20:05,L3-N09,jueves,L3-W03,pastor,10,sin,1,125,0,válido
L3-P0326,2026-07-16T18:51,L3-N09,jueves,L3-W03,suadero,6,sin,1,51,0,válido
L3-P0327,2026-07-16T21:29,L3-N09,jueves,L3-W03,campechano,8,alta,0,209,0,válido
L3-P0328,2026-07-16T19:36,L3-N09,jueves,L3-W03,tripa,2,media,0,96,0,válido
L3-P0329,2026-07-16T20:03,L3-N09,jueves,L3-W03,pastor,4,sin,0,123,0,válido
L3-P0330,2026-07-16T21:16,L3-N09,jueves,L3-W03,suadero,6,alta,1,196,0,válido
L3-P0331,2026-07-16T19:24,L3-N09,jueves,L3-W03,campechano,10,alta,1,84,0,válido
L3-P0332,2026-07-16T19:05,L3-N09,jueves,L3-W03,tripa,5,alta,1,65,0,válido
L3-P0333,2026-07-16T21:59,L3-N09,jueves,L3-W03,pastor,8,sin,0,239,0,válido
L3-P0334,2026-07-16T20:21,L3-N09,jueves,L3-W03,suadero,4,media,0,141,0,válido
L3-P0335,2026-07-16T22:18,L3-N09,jueves,L3-W03,campechano,5,media,0,258,0,válido
L3-P0336,2026-07-16T20:53,L3-N09,jueves,L3-W03,tripa,6,alta,1,173,0,válido
L3-P0337,2026-07-16T18:55,L3-N09,jueves,L3-W03,pastor,4,alta,0,55,0,válido
L3-P0338,2026-07-16T19:35,L3-N09,jueves,L3-W03,suadero,8,sin,1,95,0,válido
L3-P0339,2026-07-16T21:27,L3-N09,jueves,L3-W03,campechano,8,alta,0,207,0,válido
L3-P0340,2026-07-16T20:57,L3-N09,jueves,L3-W03,tripa,12,sin,0,177,0,válido
L3-P0341,2026-07-16T19:53,L3-N09,jueves,L3-W03,pastor,4,sin,0,113,0,válido
L3-P0342,2026-07-16T20:58,L3-N09,jueves,L3-W03,suadero,5,sin,1,178,0,válido
L3-P0343,2026-07-16T19:46,L3-N09,jueves,L3-W03,campechano,6,alta,1,106,0,válido
L3-P0344,2026-07-16T21:49,L3-N09,jueves,L3-W03,tripa,4,sin,0,229,0,válido
L3-P0345,2026-07-16T21:35,L3-N09,jueves,L3-W03,pastor,4,media,0,215,0,válido
L3-P0346,2026-07-16T19:01,L3-N09,jueves,L3-W03,suadero,8,media,0,61,0,válido
L3-P0347,2026-07-16T20:08,L3-N09,jueves,L3-W03,campechano,5,media,0,128,0,válido
L3-P0348,2026-07-16T21:21,L3-N09,jueves,L3-W03,tripa,5,alta,1,201,0,válido
L3-P0349,2026-07-16T20:18,L3-N09,jueves,L3-W03,pastor,5,alta,1,138,0,válido
L3-P0350,2026-07-16T19:13,L3-N09,jueves,L3-W03,suadero,6,media,0,73,0,válido
L3-P0351,2026-07-16T18:26,L3-N09,jueves,L3-W03,campechano,5,sin,0,26,0,válido
L3-P0352,2026-07-17T21:13,L3-N10,viernes,L3-W03,tripa,4,sin,1,193,0,válido
L3-P0353,2026-07-17T20:12,L3-N10,viernes,L3-W03,pastor,6,sin,1,132,0,válido
L3-P0354,2026-07-17T19:37,L3-N10,viernes,L3-W03,suadero,6,media,1,97,0,válido
L3-P0355,2026-07-17T20:21,L3-N10,viernes,L3-W03,campechano,4,sin,1,141,0,válido
L3-P0356,2026-07-17T21:48,L3-N10,viernes,L3-W03,tripa,4,media,1,228,0,válido
L3-P0357,2026-07-17T19:36,L3-N10,viernes,L3-W03,pastor,4,media,0,96,0,válido
L3-P0358,2026-07-17T19:38,L3-N10,viernes,L3-W03,suadero,8,media,0,98,0,válido
L3-P0359,2026-07-17T18:59,L3-N10,viernes,L3-W03,campechano,3,media,0,59,0,válido
L3-P0360,2026-07-17T20:33,L3-N10,viernes,L3-W03,tripa,2,sin,0,153,0,válido
L3-P0361,2026-07-17T21:49,L3-N10,viernes,L3-W03,pastor,6,media,0,229,0,válido
L3-P0362,2026-07-17T20:10,L3-N10,viernes,L3-W03,suadero,6,media,1,130,0,válido
L3-P0363,2026-07-17T19:24,L3-N10,viernes,L3-W03,campechano,4,sin,0,84,0,válido
L3-P0364,2026-07-17T19:30,L3-N10,viernes,L3-W03,tripa,8,media,1,90,0,válido
L3-P0365,2026-07-17T20:34,L3-N10,viernes,L3-W03,pastor,8,alta,0,154,0,válido
L3-P0366,2026-07-17T21:19,L3-N10,viernes,L3-W03,suadero,4,media,1,199,0,válido
L3-P0367,2026-07-17T21:13,L3-N10,viernes,L3-W03,campechano,2,alta,0,193,0,válido
L3-P0368,2026-07-17T19:28,L3-N10,viernes,L3-W03,tripa,5,alta,1,88,0,válido
L3-P0369,2026-07-17T20:06,L3-N10,viernes,L3-W03,pastor,1,alta,0,126,0,válido
L3-P0370,2026-07-17T20:12,L3-N10,viernes,L3-W03,suadero,3,alta,0,132,0,válido
L3-P0371,2026-07-17T19:22,L3-N10,viernes,L3-W03,campechano,3,sin,0,82,0,válido
L3-P0372,2026-07-17T18:26,L3-N10,viernes,L3-W03,tripa,1,alta,1,26,0,válido
L3-P0373,2026-07-17T22:28,L3-N10,viernes,L3-W03,pastor,4,alta,0,268,0,válido
L3-P0374,2026-07-17T21:17,L3-N10,viernes,L3-W03,suadero,5,sin,0,197,0,válido
L3-P0375,2026-07-17T20:49,L3-N10,viernes,L3-W03,campechano,3,media,0,169,0,válido
L3-P0376,2026-07-17T19:55,L3-N10,viernes,L3-W03,tripa,3,sin,1,115,0,válido
L3-P0377,2026-07-17T22:26,L3-N10,viernes,L3-W03,pastor,5,sin,0,266,0,válido
L3-P0378,2026-07-17T21:32,L3-N10,viernes,L3-W03,suadero,5,alta,1,212,0,válido
L3-P0379,2026-07-17T20:43,L3-N10,viernes,L3-W03,campechano,3,media,0,163,0,válido
L3-P0380,2026-07-17T19:08,L3-N10,viernes,L3-W03,tripa,3,sin,0,68,0,válido
L3-P0381,2026-07-17T22:04,L3-N10,viernes,L3-W03,pastor,10,media,0,244,0,válido
L3-P0382,2026-07-17T21:43,L3-N10,viernes,L3-W03,suadero,3,sin,1,223,0,válido
L3-P0383,2026-07-17T20:18,L3-N10,viernes,L3-W03,campechano,5,sin,0,138,0,válido
L3-P0384,2026-07-17T20:16,L3-N10,viernes,L3-W03,tripa,3,media,0,136,0,válido
L3-P0385,2026-07-17T20:38,L3-N10,viernes,L3-W03,pastor,2,media,1,158,0,válido
L3-P0386,2026-07-17T19:24,L3-N10,viernes,L3-W03,suadero,3,sin,0,84,0,válido
L3-P0387,2026-07-17T18:34,L3-N10,viernes,L3-W03,campechano,6,sin,0,34,0,válido
L3-P0388,2026-07-17T22:30,L3-N10,viernes,L3-W03,tripa,1,media,1,270,0,válido
L3-P0389,2026-07-17T20:59,L3-N10,viernes,L3-W03,pastor,8,media,0,179,0,válido
L3-P0390,2026-07-17T19:56,L3-N10,viernes,L3-W03,suadero,4,alta,0,116,0,válido
L3-P0391,2026-07-17T21:19,L3-N10,viernes,L3-W03,campechano,5,alta,1,199,0,válido
L3-P0392,2026-07-17T20:24,L3-N10,viernes,L3-W03,tripa,5,media,0,144,0,válido
L3-P0393,2026-07-17T19:43,L3-N10,viernes,L3-W03,pastor,5,media,0,103,0,válido
L3-P0394,2026-07-17T21:36,L3-N10,viernes,L3-W03,suadero,6,sin,0,216,0,válido
L3-P0395,2026-07-17T21:10,L3-N10,viernes,L3-W03,campechano,4,sin,0,190,0,válido
L3-P0396,2026-07-18T20:13,L3-N11,sábado,L3-W03,tripa,2,media,0,133,0,válido
L3-P0397,2026-07-18T22:27,L3-N11,sábado,L3-W03,pastor,6,media,1,267,0,válido
L3-P0398,2026-07-18T21:10,L3-N11,sábado,L3-W03,suadero,5,alta,1,190,0,válido
L3-P0399,2026-07-18T21:04,L3-N11,sábado,L3-W03,campechano,10,sin,1,184,0,válido
L3-P0400,2026-07-18T20:21,L3-N11,sábado,L3-W03,tripa,4,sin,1,141,0,válido
L3-P0401,2026-07-18T19:02,L3-N11,sábado,L3-W03,pastor,4,alta,0,62,0,válido
L3-P0402,2026-07-18T20:28,L3-N11,sábado,L3-W03,suadero,5,alta,1,148,0,válido
L3-P0403,2026-07-18T19:43,L3-N11,sábado,L3-W03,campechano,2,sin,0,103,0,válido
L3-P0404,2026-07-18T20:35,L3-N11,sábado,L3-W03,tripa,4,alta,1,155,0,válido
L3-P0405,2026-07-18T20:06,L3-N11,sábado,L3-W03,pastor,4,sin,1,126,0,válido
L3-P0406,2026-07-18T20:45,L3-N11,sábado,L3-W03,suadero,12,alta,0,165,0,válido
L3-P0407,2026-07-18T22:03,L3-N11,sábado,L3-W03,campechano,4,media,0,243,0,válido
L3-P0408,2026-07-18T21:46,L3-N11,sábado,L3-W03,tripa,12,sin,0,226,0,válido
L3-P0409,2026-07-18T22:10,L3-N11,sábado,L3-W03,pastor,1,sin,1,250,0,válido
L3-P0410,2026-07-18T20:01,L3-N11,sábado,L3-W03,suadero,6,alta,1,121,0,válido
L3-P0411,2026-07-18T21:51,L3-N11,sábado,L3-W03,campechano,5,media,1,231,0,válido
L3-P0412,2026-07-18T22:07,L3-N11,sábado,L3-W03,tripa,2,alta,0,247,0,válido
L3-P0413,2026-07-18T21:12,L3-N11,sábado,L3-W03,pastor,4,sin,0,192,0,válido
L3-P0414,2026-07-18T21:39,L3-N11,sábado,L3-W03,suadero,6,media,0,219,0,válido
L3-P0415,2026-07-18T22:09,L3-N11,sábado,L3-W03,campechano,4,alta,1,249,0,válido
L3-P0416,2026-07-18T22:11,L3-N11,sábado,L3-W03,tripa,6,alta,1,251,0,válido
L3-P0417,2026-07-18T20:08,L3-N11,sábado,L3-W03,pastor,5,sin,0,128,0,válido
L3-P0418,2026-07-18T21:15,L3-N11,sábado,L3-W03,suadero,4,sin,1,195,0,válido
L3-P0419,2026-07-18T21:01,L3-N11,sábado,L3-W03,campechano,8,media,1,181,0,válido
L3-P0420,2026-07-18T20:09,L3-N11,sábado,L3-W03,tripa,3,alta,1,129,0,válido
L3-P0421,2026-07-18T19:45,L3-N11,sábado,L3-W03,pastor,8,media,0,105,0,válido
L3-P0422,2026-07-18T19:41,L3-N11,sábado,L3-W03,suadero,3,alta,0,101,0,válido
L3-P0423,2026-07-18T21:15,L3-N11,sábado,L3-W03,campechano,5,sin,0,195,0,válido
L3-P0424,2026-07-18T19:45,L3-N11,sábado,L3-W03,tripa,3,alta,0,105,0,válido
L3-P0425,2026-07-18T19:36,L3-N11,sábado,L3-W03,pastor,4,media,1,96,0,válido
L3-P0426,2026-07-18T21:04,L3-N11,sábado,L3-W03,suadero,6,media,0,184,0,válido
L3-P0427,2026-07-18T20:23,L3-N11,sábado,L3-W03,campechano,5,alta,0,143,0,válido
L3-P0428,2026-07-18T22:04,L3-N11,sábado,L3-W03,tripa,4,sin,0,244,0,válido
L3-P0429,2026-07-18T19:33,L3-N11,sábado,L3-W03,pastor,2,sin,1,93,0,válido
L3-P0430,2026-07-18T21:24,L3-N11,sábado,L3-W03,suadero,4,alta,0,204,0,válido
L3-P0431,2026-07-18T18:17,L3-N11,sábado,L3-W03,campechano,6,sin,1,17,0,válido
L3-P0432,2026-07-18T20:12,L3-N11,sábado,L3-W03,tripa,10,sin,0,132,0,válido
L3-P0433,2026-07-18T19:49,L3-N11,sábado,L3-W03,pastor,3,media,0,109,0,válido
L3-P0434,2026-07-18T20:04,L3-N11,sábado,L3-W03,suadero,4,alta,0,124,0,válido
L3-P0435,2026-07-18T21:01,L3-N11,sábado,L3-W03,campechano,4,alta,1,181,0,válido
L3-P0436,2026-07-18T20:38,L3-N11,sábado,L3-W03,tripa,5,sin,0,158,0,válido
L3-P0437,2026-07-18T21:07,L3-N11,sábado,L3-W03,pastor,8,media,0,187,0,válido
L3-P0438,2026-07-18T20:39,L3-N11,sábado,L3-W03,suadero,4,sin,1,159,0,válido
L3-P0439,2026-07-18T19:37,L3-N11,sábado,L3-W03,campechano,4,alta,0,97,0,válido
L3-P0440,2026-07-18T19:41,L3-N11,sábado,L3-W03,tripa,27,sin,1,101,1,válido
L3-P0441,2026-07-19T20:49,L3-N12,domingo,L3-W03,pastor,12,alta,1,169,0,válido
L3-P0442,2026-07-19T21:27,L3-N12,domingo,L3-W03,suadero,6,media,1,207,0,válido
L3-P0443,2026-07-19T19:24,L3-N12,domingo,L3-W03,campechano,10,alta,0,84,0,válido
L3-P0444,2026-07-19T21:14,L3-N12,domingo,L3-W03,tripa,4,alta,0,194,0,válido
L3-P0445,2026-07-19T20:09,L3-N12,domingo,L3-W03,pastor,3,sin,0,129,0,válido
L3-P0446,2026-07-19T21:45,L3-N12,domingo,L3-W03,suadero,2,alta,1,225,0,válido
L3-P0447,2026-07-19T19:16,L3-N12,domingo,L3-W03,campechano,3,sin,0,76,0,válido
L3-P0448,2026-07-19T20:27,L3-N12,domingo,L3-W03,tripa,4,media,0,147,0,válido
L3-P0449,2026-07-19T19:15,L3-N12,domingo,L3-W03,pastor,2,alta,0,75,0,válido
L3-P0450,2026-07-19T21:34,L3-N12,domingo,L3-W03,suadero,5,alta,0,214,0,válido
L3-P0451,2026-07-19T19:56,L3-N12,domingo,L3-W03,campechano,4,alta,0,116,0,válido
L3-P0452,2026-07-19T19:57,L3-N12,domingo,L3-W03,tripa,4,alta,0,117,0,válido
L3-P0453,2026-07-19T20:13,L3-N12,domingo,L3-W03,pastor,12,sin,1,133,0,válido
L3-P0454,2026-07-19T20:54,L3-N12,domingo,L3-W03,suadero,6,media,1,174,0,válido
L3-P0455,2026-07-19T22:15,L3-N12,domingo,L3-W03,campechano,5,alta,1,255,0,válido
L3-P0456,2026-07-19T21:07,L3-N12,domingo,L3-W03,tripa,2,sin,0,187,0,válido
L3-P0457,2026-07-19T20:26,L3-N12,domingo,L3-W03,pastor,4,alta,1,146,0,válido
L3-P0458,2026-07-19T19:55,L3-N12,domingo,L3-W03,suadero,5,alta,0,115,0,válido
L3-P0459,2026-07-19T20:23,L3-N12,domingo,L3-W03,campechano,4,media,1,143,0,válido
L3-P0460,2026-07-19T19:21,L3-N12,domingo,L3-W03,tripa,6,alta,1,81,0,válido
L3-P0461,2026-07-19T18:33,L3-N12,domingo,L3-W03,pastor,5,media,0,33,0,válido
L3-P0462,2026-07-19T21:30,L3-N12,domingo,L3-W03,suadero,10,alta,1,210,0,válido
L3-P0463,2026-07-19T21:05,L3-N12,domingo,L3-W03,campechano,3,alta,0,185,0,válido
L3-P0464,2026-07-19T19:03,L3-N12,domingo,L3-W03,tripa,2,alta,1,63,0,válido
L3-P0465,2026-07-19T20:35,L3-N12,domingo,L3-W03,pastor,6,alta,1,155,0,válido
L3-P0466,2026-07-19T19:19,L3-N12,domingo,L3-W03,suadero,2,alta,1,79,0,válido
L3-P0467,2026-07-19T19:24,L3-N12,domingo,L3-W03,campechano,12,media,0,84,0,válido
L3-P0468,2026-07-19T19:49,L3-N12,domingo,L3-W03,tripa,2,media,0,109,0,válido
L3-P0469,2026-07-19T21:04,L3-N12,domingo,L3-W03,pastor,10,alta,1,184,0,válido
L3-P0470,2026-07-19T20:04,L3-N12,domingo,L3-W03,suadero,6,alta,1,124,0,válido
L3-P0471,2026-07-19T21:23,L3-N12,domingo,L3-W03,campechano,3,sin,0,203,0,válido
L3-P0472,2026-07-19T21:47,L3-N12,domingo,L3-W03,tripa,8,sin,0,227,0,válido
L3-P0473,2026-07-19T18:54,L3-N12,domingo,L3-W03,pastor,4,media,1,54,0,válido
L3-P0474,2026-07-19T20:34,L3-N12,domingo,L3-W03,suadero,5,sin,0,154,0,válido
L3-P0475,2026-07-19T22:18,L3-N12,domingo,L3-W03,campechano,3,alta,0,258,0,válido
L3-P0476,2026-07-19T20:53,L3-N12,domingo,L3-W03,tripa,2,media,1,173,0,válido
L3-P0477,2026-07-19T21:33,L3-N12,domingo,L3-W03,pastor,2,media,1,213,0,válido
L3-P0478,2026-07-19T19:19,L3-N12,domingo,L3-W03,suadero,4,media,1,79,0,válido
L3-P0479,2026-07-19T20:26,L3-N12,domingo,L3-W03,campechano,6,alta,0,146,0,válido
L3-P0480,2026-07-19T22:01,L3-N12,domingo,L3-W03,tripa,5,alta,0,241,0,válido
L3-P0481,2026-07-19T20:12,L3-N12,domingo,L3-W03,pastor,4,media,0,132,0,válido
L3-P0482,2026-07-19T20:55,L3-N12,domingo,L3-W03,suadero,3,alta,0,175,0,válido
L3-P0483,2026-07-19T21:19,L3-N12,domingo,L3-W03,campechano,6,sin,0,199,0,válido
L3-P0484,2026-07-19T19:44,L3-N12,domingo,L3-W03,tripa,8,alta,1,104,0,válido
L3-P0485,2026-07-19T19:39,L3-N12,domingo,L3-W03,pastor,10,alta,1,99,0,válido
L3-P0486,2026-07-19T21:33,L3-N12,domingo,L3-W03,suadero,5,media,1,213,0,válido
L3-P0487,2026-07-23T20:52,L3-N13,jueves,L3-W04,tripa,3,sin,0,172,0,válido
L3-P0488,2026-07-23T20:32,L3-N13,jueves,L3-W04,pastor,6,alta,0,152,0,válido
L3-P0489,2026-07-23T20:08,L3-N13,jueves,L3-W04,suadero,5,sin,0,128,0,válido
L3-P0490,2026-07-23T19:20,L3-N13,jueves,L3-W04,campechano,2,media,0,80,0,válido
L3-P0491,2026-07-23T20:39,L3-N13,jueves,L3-W04,tripa,6,sin,1,159,0,válido
L3-P0492,2026-07-23T20:13,L3-N13,jueves,L3-W04,pastor,5,alta,0,133,0,válido
L3-P0493,2026-07-23T21:05,L3-N13,jueves,L3-W04,suadero,3,alta,1,185,0,válido
L3-P0494,2026-07-23T22:04,L3-N13,jueves,L3-W04,campechano,5,sin,0,244,0,válido
L3-P0495,2026-07-23T20:53,L3-N13,jueves,L3-W04,tripa,4,sin,0,173,0,válido
L3-P0496,2026-07-23T21:43,L3-N13,jueves,L3-W04,pastor,6,sin,1,223,0,válido
L3-P0497,2026-07-23T19:16,L3-N13,jueves,L3-W04,suadero,6,media,1,76,0,válido
L3-P0498,2026-07-23T18:48,L3-N13,jueves,L3-W04,campechano,8,sin,0,48,0,válido
L3-P0499,2026-07-23T22:06,L3-N13,jueves,L3-W04,tripa,5,media,1,246,0,válido
L3-P0500,2026-07-23T22:40,L3-N13,jueves,L3-W04,pastor,8,media,0,280,0,válido
L3-P0501,2026-07-23T19:17,L3-N13,jueves,L3-W04,suadero,8,sin,1,77,0,válido
L3-P0502,2026-07-23T21:39,L3-N13,jueves,L3-W04,campechano,5,sin,1,219,0,válido
L3-P0503,2026-07-23T19:36,L3-N13,jueves,L3-W04,tripa,6,media,0,96,0,válido
L3-P0504,2026-07-23T18:50,L3-N13,jueves,L3-W04,pastor,6,media,1,50,0,válido
L3-P0505,2026-07-23T21:30,L3-N13,jueves,L3-W04,suadero,3,sin,1,210,0,válido
L3-P0506,2026-07-23T19:22,L3-N13,jueves,L3-W04,campechano,10,media,0,82,0,válido
L3-P0507,2026-07-23T19:34,L3-N13,jueves,L3-W04,tripa,10,media,1,94,0,válido
L3-P0508,2026-07-23T21:31,L3-N13,jueves,L3-W04,pastor,5,sin,1,211,0,válido
L3-P0509,2026-07-23T20:48,L3-N13,jueves,L3-W04,suadero,5,alta,0,168,0,válido
L3-P0510,2026-07-23T19:34,L3-N13,jueves,L3-W04,campechano,5,sin,0,94,0,válido
L3-P0511,2026-07-23T19:45,L3-N13,jueves,L3-W04,tripa,4,sin,1,105,0,válido
L3-P0512,2026-07-23T20:10,L3-N13,jueves,L3-W04,pastor,8,alta,0,130,0,válido
L3-P0513,2026-07-23T20:30,L3-N13,jueves,L3-W04,suadero,4,alta,0,150,0,válido
L3-P0514,2026-07-23T21:19,L3-N13,jueves,L3-W04,campechano,10,media,0,199,0,válido
L3-P0515,2026-07-23T19:37,L3-N13,jueves,L3-W04,tripa,6,media,1,97,0,válido
L3-P0516,2026-07-23T21:21,L3-N13,jueves,L3-W04,pastor,10,alta,0,201,0,válido
L3-P0517,2026-07-23T22:31,L3-N13,jueves,L3-W04,suadero,6,sin,0,271,0,válido
L3-P0518,2026-07-23T19:59,L3-N13,jueves,L3-W04,campechano,6,alta,0,119,0,válido
L3-P0519,2026-07-23T19:20,L3-N13,jueves,L3-W04,tripa,10,sin,1,80,0,válido
L3-P0520,2026-07-23T21:41,L3-N13,jueves,L3-W04,pastor,8,alta,0,221,0,válido
L3-P0521,2026-07-23T18:20,L3-N13,jueves,L3-W04,suadero,3,media,1,20,0,válido
L3-P0522,2026-07-23T21:03,L3-N13,jueves,L3-W04,campechano,3,sin,0,183,0,válido
L3-P0523,2026-07-23T20:20,L3-N13,jueves,L3-W04,tripa,8,alta,0,140,0,válido
L3-P0524,2026-07-23T18:44,L3-N13,jueves,L3-W04,pastor,2,alta,0,44,0,válido
L3-P0525,2026-07-23T20:41,L3-N13,jueves,L3-W04,suadero,3,media,0,161,0,válido
L3-P0526,2026-07-23T21:03,L3-N13,jueves,L3-W04,campechano,4,sin,1,183,0,válido
L3-P0527,2026-07-23T20:50,L3-N13,jueves,L3-W04,tripa,4,media,1,170,0,válido
L3-P0528,2026-07-23T19:25,L3-N13,jueves,L3-W04,pastor,5,media,1,85,0,válido
L3-P0529,2026-07-23T21:23,L3-N13,jueves,L3-W04,suadero,6,alta,1,203,0,válido
L3-P0530,2026-07-23T20:08,L3-N13,jueves,L3-W04,campechano,5,alta,0,128,0,válido
L3-P0531,2026-07-23T20:24,L3-N13,jueves,L3-W04,tripa,6,media,1,144,0,válido
L3-P0532,2026-07-23T19:02,L3-N13,jueves,L3-W04,pastor,10,media,1,62,0,válido
L3-P0533,2026-07-23T19:59,L3-N13,jueves,L3-W04,suadero,12,media,1,119,0,válido
L3-P0534,2026-07-24T19:44,L3-N14,viernes,L3-W04,campechano,5,alta,1,104,0,válido
L3-P0535,2026-07-24T20:01,L3-N14,viernes,L3-W04,tripa,3,sin,0,121,0,válido
L3-P0536,2026-07-24T18:18,L3-N14,viernes,L3-W04,pastor,5,media,0,18,0,válido
L3-P0537,2026-07-24T19:10,L3-N14,viernes,L3-W04,suadero,12,alta,1,70,0,válido
